Brand,Processor,RAM (GB),Storage (GB),GPU,Screen Size (inches),Battery Life (hours),Price (INR)
Acer,Intel i5,8,256,RTX 3050,13.0,12,81000
Acer,Ryzen 3,16,512,RTX 4060,16.0,5,92000
Lenovo,Ryzen 5,4,2048,GTX 1650,15.6,9,103000
Asus,Ryzen 9,4,512,Integrated,16.0,12,93000
MSI,Intel i5,4,1024,RTX 4080,13.0,10,103000
Dell,Intel i3,32,1024,RTX 4070,16.0,9,139000
Dell,Intel i3,16,2048,Integrated,16.0,7,97000
HP,Ryzen 3,4,256,RTX 3050,16.0,10,58000
MSI,Ryzen 9,8,2048,RTX 4070,17.0,12,161000
Asus,Ryzen 3,4,512,RTX 4060,17.0,8,68000
Asus,Ryzen 3,8,256,RTX 3050,16.0,4,66000
Asus,Intel i5,4,512,RTX 4070,13.0,4,88000
Lenovo,Intel i5,32,512,GTX 1650,13.0,10,129000
Lenovo,Ryzen 5,4,1024,RTX 4090,13.0,8,108000
Apple,Intel i9,4,2048,RTX 4080,14.0,7,188000
Apple,Intel i9,8,1024,RTX 4090,15.6,6,181000
Asus,Intel i3,32,256,RTX 4090,13.0,11,134000
Dell,Ryzen 9,8,2048,Integrated,14.0,7,131000
Dell,Ryzen 5,8,2048,Integrated,16.0,9,96000
Apple,Ryzen 9,16,2048,RTX 3050,15.6,4,197000
Asus,Intel i9,32,1024,GTX 1650,15.6,10,174000
Apple,Intel i5,16,256,GTX 1650,16.0,6,122000
HP,Ryzen 7,16,2048,Integrated,15.6,9,127000
Lenovo,Ryzen 3,8,2048,RTX 4060,16.0,6,106000
Acer,Ryzen 3,4,512,RTX 4090,14.0,4,83000
Acer,Ryzen 7,16,1024,RTX 4090,13.0,11,147000
Asus,Intel i5,32,1024,RTX 4080,17.0,9,159000
Dell,Ryzen 3,16,2048,RTX 4080,17.0,12,132000
Dell,Intel i9,16,256,GTX 1650,17.0,10,127000
Lenovo,Intel i3,16,2048,RTX 4070,17.0,9,127000
HP,Intel i5,4,512,RTX 4060,17.0,11,83000
Lenovo,Ryzen 9,16,2048,GTX 1650,16.0,9,162000
Dell,Intel i9,4,256,RTX 3050,14.0,8,108000
HP,Intel i5,4,2048,RTX 4060,15.6,5,113000
HP,Intel i7,4,256,Integrated,14.0,5,68000
Dell,Ryzen 5,16,2048,RTX 4070,15.6,7,142000
Apple,Intel i3,4,512,Integrated,13.0,10,73000
Lenovo,Intel i9,16,2048,RTX 4090,15.6,8,187000
Dell,Ryzen 7,4,1024,RTX 3050,15.6,4,103000
Apple,Intel i5,32,512,GTX 1650,17.0,9,159000
Lenovo,Intel i5,32,256,RTX 4080,16.0,10,144000
HP,Intel i9,4,2048,RTX 4090,13.0,10,163000
Asus,Ryzen 3,4,1024,RTX 4080,17.0,11,88000
Asus,Ryzen 3,32,512,RTX 4060,15.6,4,124000
Asus,Ryzen 5,32,256,RTX 4070,16.0,7,139000
HP,Ryzen 5,8,2048,Integrated,15.6,7,96000
HP,Intel i3,8,2048,RTX 4080,13.0,11,116000
Dell,Ryzen 9,16,2048,RTX 3050,15.6,4,167000
MSI,Intel i5,32,512,GTX 1650,13.0,5,129000
Asus,Intel i3,8,512,RTX 4080,14.0,12,86000
Dell,Intel i5,16,2048,RTX 4070,16.0,7,142000
Apple,Intel i9,16,512,RTX 4070,15.6,11,177000
HP,Ryzen 7,16,256,RTX 4070,13.0,11,122000
Apple,Intel i3,4,256,RTX 4080,13.0,11,103000
Asus,Ryzen 5,8,256,GTX 1650,13.0,11,76000
Apple,Intel i7,16,1024,RTX 4080,16.0,12,172000
Lenovo,Ryzen 3,8,256,RTX 4070,16.0,4,76000
Apple,Intel i3,4,1024,GTX 1650,13.0,11,98000
Lenovo,Ryzen 7,8,2048,GTX 1650,16.0,7,126000
Acer,Ryzen 5,8,256,GTX 1650,17.0,5,76000
Apple,Intel i9,8,256,RTX 3050,17.0,7,146000
Asus,Ryzen 5,16,512,RTX 3050,15.6,8,102000
Asus,Ryzen 3,8,256,RTX 3050,14.0,5,66000
HP,Intel i9,8,1024,RTX 4070,15.6,5,141000
Acer,Intel i5,4,512,RTX 3050,13.0,11,78000
Acer,Ryzen 7,32,512,RTX 4080,15.6,12,164000
Asus,Intel i7,4,2048,RTX 4060,16.0,5,128000
Apple,Ryzen 3,16,2048,RTX 3050,17.0,6,147000
Acer,Ryzen 3,4,1024,RTX 4090,14.0,7,93000
Apple,Ryzen 5,32,2048,RTX 4070,17.0,7,204000
Dell,Intel i9,32,1024,Integrated,17.0,12,159000
Apple,Intel i9,8,256,RTX 4070,13.0,12,156000
HP,Intel i7,32,1024,GTX 1650,17.0,10,154000
Dell,Ryzen 9,4,256,RTX 4090,13.0,7,128000
Dell,Ryzen 3,4,256,RTX 3050,15.6,9,58000
MSI,Ryzen 3,16,256,GTX 1650,13.0,7,77000
Apple,Intel i5,4,2048,RTX 4080,15.6,11,153000
Apple,Intel i5,16,512,RTX 3050,13.0,12,132000
Asus,Intel i9,16,256,Integrated,15.6,11,112000
HP,Intel i5,32,512,RTX 3050,13.0,6,134000
Acer,Intel i3,16,2048,Integrated,13.0,6,97000
Acer,Intel i9,32,256,Integrated,15.6,7,144000
Apple,Ryzen 5,8,1024,RTX 4060,13.0,5,131000
Apple,Intel i9,8,2048,RTX 3050,14.0,5,181000
MSI,Intel i9,32,2048,Integrated,16.0,5,179000
Acer,Ryzen 3,4,1024,RTX 4060,15.6,8,78000
Apple,Intel i7,4,256,RTX 4090,15.6,5,138000
Asus,Ryzen 9,4,1024,RTX 4080,14.0,12,138000
Dell,Intel i5,16,2048,RTX 4080,13.0,9,147000
Asus,Ryzen 7,16,1024,RTX 4080,16.0,7,142000
Dell,Intel i9,8,512,RTX 4090,13.0,12,141000
Lenovo,Intel i7,8,1024,RTX 3050,15.6,4,111000
Dell,Intel i9,4,256,RTX 3050,15.6,4,108000
Acer,Intel i7,4,256,RTX 4090,15.6,5,108000
Apple,Ryzen 9,32,512,RTX 4080,14.0,12,214000
Dell,Ryzen 3,8,256,RTX 3050,14.0,7,66000
Acer,Ryzen 5,8,1024,RTX 4060,15.6,7,101000
MSI,Intel i9,8,2048,RTX 4070,14.0,6,161000
Asus,Ryzen 9,16,256,Integrated,14.0,8,112000
Acer,Intel i3,16,256,GTX 1650,16.0,5,77000
Apple,Intel i9,4,512,RTX 4060,17.0,6,148000
Acer,Ryzen 5,4,1024,Integrated,17.0,9,68000
Apple,Intel i7,8,256,RTX 4070,13.0,10,136000
HP,Ryzen 9,16,1024,RTX 4090,13.0,4,167000
Acer,Intel i9,4,256,Integrated,15.6,6,88000
Acer,Ryzen 5,8,1024,Integrated,14.0,7,76000
Asus,Intel i5,8,2048,RTX 4090,15.6,5,136000
Acer,Intel i5,16,256,RTX 4060,15.6,12,102000
Dell,Intel i5,8,1024,RTX 4070,14.0,10,106000
Apple,Intel i9,8,512,RTX 4090,15.6,9,171000
Lenovo,Ryzen 7,32,2048,RTX 4060,15.6,12,184000
Asus,Intel i3,16,512,RTX 4070,16.0,9,97000
Asus,Intel i7,4,2048,RTX 4090,15.6,6,143000
Asus,Intel i3,32,512,RTX 4080,15.6,12,134000
HP,Ryzen 3,32,1024,RTX 4080,16.0,10,144000
Acer,Intel i7,4,512,RTX 4080,15.6,10,108000
Lenovo,Ryzen 3,8,2048,RTX 4060,14.0,8,106000
Lenovo,Intel i5,4,2048,GTX 1650,15.6,5,103000
HP,Intel i3,16,512,GTX 1650,14.0,5,82000
Asus,Ryzen 7,4,1024,Integrated,14.0,6,83000
Apple,Intel i9,32,512,RTX 4060,14.0,12,204000
HP,Intel i3,4,2048,RTX 4080,15.6,8,108000
Dell,Ryzen 3,16,2048,RTX 4060,14.0,7,122000
Dell,Intel i9,32,256,GTX 1650,15.6,9,159000
HP,Ryzen 7,4,256,RTX 4070,14.0,11,98000
MSI,Ryzen 9,32,1024,RTX 4070,13.0,9,189000
Lenovo,Ryzen 3,16,1024,RTX 4060,16.0,12,102000
Apple,Ryzen 9,32,512,RTX 4090,17.0,8,219000
Acer,Intel i7,16,1024,RTX 4080,14.0,9,142000
Acer,Intel i7,32,256,RTX 3050,16.0,10,144000
Dell,Ryzen 5,4,1024,RTX 4070,17.0,11,98000
Apple,Ryzen 7,8,1024,GTX 1650,15.6,4,136000
Asus,Intel i3,8,512,RTX 4090,13.0,6,91000
Asus,Intel i5,16,1024,RTX 4070,15.6,8,122000
Apple,Intel i3,4,512,RTX 4070,15.6,5,103000
Acer,Ryzen 9,8,2048,RTX 4070,15.6,4,161000
Apple,Ryzen 3,4,512,RTX 4070,15.6,6,103000
Lenovo,Intel i5,32,256,RTX 4080,16.0,6,144000
MSI,Intel i7,32,2048,RTX 3050,16.0,12,179000
Acer,Intel i7,32,256,RTX 3050,13.0,9,144000
Dell,Intel i7,8,512,RTX 4090,15.6,11,121000
Asus,Intel i9,4,2048,GTX 1650,13.0,11,138000
MSI,Ryzen 7,8,2048,GTX 1650,15.6,12,126000
MSI,Intel i5,4,512,RTX 4080,17.0,4,93000
MSI,Ryzen 9,8,1024,GTX 1650,17.0,4,126000
HP,Ryzen 9,4,1024,GTX 1650,17.0,6,118000
Lenovo,Ryzen 5,4,256,RTX 3050,13.0,11,73000
MSI,Intel i7,4,1024,RTX 4070,13.0,8,113000
Dell,Ryzen 5,32,2048,GTX 1650,13.0,11,159000
Asus,Intel i3,16,256,RTX 4080,16.0,10,97000
Lenovo,Ryzen 3,8,2048,RTX 3050,15.6,6,101000
MSI,Ryzen 7,32,1024,RTX 4060,13.0,4,164000
Asus,Intel i7,16,2048,RTX 4060,14.0,9,152000
Lenovo,Ryzen 7,4,512,RTX 4060,17.0,7,98000
HP,Ryzen 5,32,1024,GTX 1650,13.0,6,139000
Asus,Intel i3,16,256,RTX 4080,14.0,8,97000
Asus,Intel i9,8,512,Integrated,17.0,10,101000
MSI,Ryzen 3,8,256,RTX 3050,17.0,10,66000
Lenovo,Ryzen 9,8,256,GTX 1650,15.6,7,111000
MSI,Intel i7,8,512,RTX 4060,13.0,5,106000
Acer,Ryzen 7,32,1024,RTX 4080,14.0,5,174000
HP,Ryzen 5,32,256,RTX 4080,13.0,7,144000
Lenovo,Intel i9,32,2048,RTX 3050,17.0,9,199000
HP,Intel i3,8,512,Integrated,15.6,7,51000
Apple,Intel i3,8,1024,RTX 4070,15.6,4,121000
Apple,Intel i3,16,1024,GTX 1650,15.6,10,122000
Dell,Ryzen 5,4,1024,RTX 3050,15.6,9,88000
Lenovo,Intel i5,8,2048,GTX 1650,16.0,4,111000
Asus,Intel i5,4,2048,RTX 4060,16.0,6,113000
Acer,Intel i7,16,512,GTX 1650,13.0,7,112000
HP,Intel i9,32,256,RTX 4060,17.0,11,169000
Asus,Ryzen 9,4,512,RTX 4060,13.0,11,118000
MSI,Intel i3,4,1024,RTX 4060,17.0,12,78000
Asus,Intel i3,16,512,RTX 4060,17.0,5,92000
Dell,Intel i7,16,512,RTX 3050,16.0,11,117000
Apple,Ryzen 7,8,2048,GTX 1650,14.0,4,156000
MSI,Ryzen 9,4,2048,RTX 4080,14.0,8,158000
Acer,Ryzen 7,8,512,RTX 4090,17.0,7,121000
Dell,Ryzen 9,32,256,RTX 4060,13.0,5,169000
Dell,Intel i9,16,256,RTX 4090,15.6,11,152000
Lenovo,Intel i7,32,512,RTX 4080,14.0,12,164000
MSI,Intel i7,16,2048,GTX 1650,13.0,6,142000
Apple,Ryzen 9,4,1024,RTX 4090,13.0,9,173000
MSI,Ryzen 9,8,1024,RTX 4070,17.0,11,141000
Asus,Ryzen 3,16,256,RTX 3050,14.0,10,82000
HP,Ryzen 3,16,2048,Integrated,16.0,11,97000
Lenovo,Ryzen 9,32,512,RTX 4060,15.6,5,174000
HP,Intel i3,32,1024,RTX 4060,15.6,5,134000
Asus,Ryzen 9,8,2048,GTX 1650,17.0,5,146000
Acer,Intel i3,8,1024,RTX 4080,15.6,6,96000
HP,Ryzen 7,4,2048,GTX 1650,16.0,11,118000
HP,Intel i3,32,1024,RTX 3050,15.6,7,129000
Dell,Intel i9,16,2048,RTX 4070,16.0,8,177000
HP,Intel i9,32,1024,RTX 4060,16.0,12,184000
Dell,Ryzen 7,32,256,RTX 4070,13.0,4,154000
Acer,Intel i3,8,256,RTX 4060,13.0,4,71000
MSI,Ryzen 7,32,512,RTX 4060,14.0,6,154000
MSI,Ryzen 5,32,512,RTX 4090,16.0,5,154000
Asus,Intel i5,32,512,RTX 3050,17.0,8,134000
Dell,Intel i3,4,2048,RTX 4060,13.0,10,98000
HP,Intel i7,32,512,Integrated,14.0,9,129000
MSI,Ryzen 3,16,256,Integrated,13.0,12,62000
Acer,Intel i7,32,512,GTX 1650,16.0,10,144000
Acer,Intel i7,8,2048,RTX 4060,14.0,7,136000
Acer,Intel i3,32,1024,RTX 4070,13.0,9,139000
MSI,Ryzen 5,16,512,RTX 3050,16.0,12,102000
HP,Intel i9,8,1024,RTX 4060,14.0,4,136000
MSI,Ryzen 3,32,2048,RTX 4090,17.0,12,169000
Dell,Intel i9,4,256,RTX 4090,17.0,8,128000
Dell,Ryzen 7,32,2048,GTX 1650,13.0,11,174000
MSI,Intel i5,16,512,RTX 3050,17.0,12,102000
MSI,Ryzen 5,4,1024,Integrated,14.0,5,68000
MSI,Ryzen 9,8,2048,GTX 1650,17.0,6,146000
Dell,Ryzen 7,32,256,Integrated,13.0,4,124000
Dell,Intel i9,8,512,GTX 1650,17.0,9,116000
Apple,Intel i3,16,1024,Integrated,15.6,10,107000
Dell,Intel i3,16,512,GTX 1650,16.0,12,82000
Apple,Ryzen 3,32,256,RTX 4090,14.0,10,164000
Apple,Ryzen 7,8,512,RTX 4060,13.0,6,136000
Apple,Intel i7,16,2048,Integrated,13.0,7,157000
HP,Intel i5,8,256,RTX 3050,14.0,5,81000
HP,Intel i7,4,512,RTX 4060,15.6,12,98000
Dell,Intel i7,16,1024,GTX 1650,14.0,8,122000
MSI,Intel i5,32,1024,RTX 4070,13.0,10,154000
Dell,Intel i7,8,1024,GTX 1650,14.0,10,106000
Asus,Intel i3,16,256,RTX 4060,14.0,7,87000
HP,Intel i9,8,2048,RTX 4060,15.6,6,156000
MSI,Intel i9,8,1024,RTX 4070,14.0,9,141000
Apple,Intel i9,4,1024,Integrated,13.0,6,133000
Acer,Intel i5,8,256,RTX 4070,14.0,7,91000
Lenovo,Intel i9,8,256,RTX 3050,14.0,11,116000
Dell,Intel i9,32,256,RTX 3050,13.0,10,164000
Apple,Intel i7,16,2048,RTX 4080,15.6,10,192000
HP,Intel i3,8,1024,Integrated,14.0,9,61000
Dell,Ryzen 5,16,1024,RTX 4070,16.0,10,122000
Lenovo,Ryzen 7,16,256,RTX 4070,14.0,12,122000
Apple,Intel i3,4,1024,RTX 4080,13.0,4,118000
Apple,Intel i9,8,2048,GTX 1650,13.0,9,176000
Lenovo,Intel i3,32,512,RTX 4060,15.6,7,124000
Asus,Intel i5,16,2048,Integrated,17.0,10,112000
Asus,Intel i9,8,2048,RTX 4070,17.0,6,161000
Dell,Ryzen 3,16,1024,Integrated,16.0,10,77000
MSI,Intel i9,32,256,RTX 3050,17.0,10,164000
MSI,Ryzen 9,32,512,RTX 4060,13.0,11,174000
HP,Ryzen 5,8,512,RTX 4070,13.0,5,96000
MSI,Ryzen 7,4,2048,RTX 4090,17.0,7,143000
Lenovo,Ryzen 9,8,1024,RTX 4060,16.0,10,136000
Apple,Intel i7,8,512,Integrated,14.0,11,111000
Dell,Intel i5,8,512,GTX 1650,16.0,6,81000
MSI,Ryzen 5,8,512,GTX 1650,15.6,5,81000
Acer,Intel i5,4,1024,RTX 4060,17.0,4,93000
Dell,Intel i7,4,256,RTX 4080,14.0,12,103000
Dell,Ryzen 9,32,512,RTX 4060,14.0,9,174000
Dell,Intel i7,16,2048,RTX 4060,13.0,12,152000
HP,Intel i9,32,256,Integrated,16.0,7,144000
Asus,Ryzen 9,32,1024,RTX 4070,13.0,6,189000
Asus,Ryzen 7,32,512,RTX 4080,14.0,9,164000
Lenovo,Ryzen 5,4,512,RTX 4070,14.0,9,88000
Asus,Ryzen 3,8,2048,RTX 4070,17.0,11,111000
Acer,Intel i9,32,2048,Integrated,17.0,12,179000
HP,Ryzen 7,8,512,RTX 4080,15.6,12,116000
HP,Intel i7,32,256,Integrated,13.0,5,124000
Dell,Ryzen 3,4,256,RTX 4080,15.6,7,73000
Lenovo,Ryzen 3,32,512,RTX 4060,17.0,4,124000
Lenovo,Ryzen 7,16,1024,RTX 4090,13.0,9,147000
Acer,Intel i7,16,1024,RTX 4090,17.0,7,147000
Lenovo,Intel i9,16,2048,RTX 4060,16.0,10,172000
HP,Intel i7,32,1024,Integrated,15.6,7,139000
HP,Intel i5,16,1024,RTX 4070,15.6,7,122000
MSI,Intel i5,32,2048,RTX 4090,15.6,8,184000
Asus,Intel i7,32,256,RTX 4090,13.0,8,164000
MSI,Ryzen 5,4,2048,RTX 4080,13.0,9,123000
Dell,Intel i7,16,512,Integrated,16.0,12,97000
Asus,Intel i3,32,512,RTX 3050,15.6,12,119000
Apple,Intel i5,8,1024,RTX 4060,17.0,5,131000
Lenovo,Ryzen 5,8,512,RTX 3050,14.0,5,86000
Acer,Intel i5,4,1024,RTX 3050,17.0,4,88000
Lenovo,Intel i5,4,256,GTX 1650,14.0,7,68000
MSI,Ryzen 9,8,1024,RTX 3050,16.0,8,131000
HP,Ryzen 9,32,1024,Integrated,14.0,6,159000
MSI,Intel i3,16,2048,RTX 4060,17.0,8,122000
HP,Ryzen 7,4,1024,RTX 4080,13.0,8,118000
Acer,Ryzen 5,4,256,RTX 3050,16.0,10,73000
Lenovo,Ryzen 9,4,512,RTX 3050,15.6,9,113000
Dell,Intel i5,16,512,RTX 4090,15.6,10,122000
Dell,Intel i5,32,256,RTX 4090,13.0,10,149000
MSI,Ryzen 7,8,512,RTX 4080,16.0,7,116000
Apple,Ryzen 3,4,1024,RTX 4090,13.0,4,123000
Asus,Intel i5,8,2048,RTX 4090,14.0,12,136000
Apple,Intel i7,8,1024,RTX 4060,14.0,7,146000
Dell,Intel i5,8,256,RTX 4080,15.6,12,96000
Lenovo,Intel i5,16,256,Integrated,13.0,8,77000
Acer,Intel i3,32,256,RTX 3050,14.0,7,114000
Dell,Ryzen 7,16,1024,RTX 4080,14.0,8,142000
MSI,Intel i5,8,256,GTX 1650,15.6,4,76000
Dell,Ryzen 5,16,256,RTX 4060,15.6,11,102000
MSI,Ryzen 7,32,256,RTX 4080,14.0,4,159000
Asus,Ryzen 5,4,512,RTX 4090,16.0,9,98000
Dell,Ryzen 9,8,2048,RTX 4090,13.0,5,171000
Acer,Ryzen 9,8,2048,RTX 3050,14.0,9,151000
Acer,Intel i3,8,1024,RTX 4090,17.0,9,101000
Lenovo,Intel i7,4,2048,RTX 4080,13.0,5,138000
HP,Intel i3,32,2048,RTX 3050,13.0,8,149000
MSI,Ryzen 3,4,2048,GTX 1650,16.0,11,88000
MSI,Intel i3,32,256,RTX 4070,17.0,11,124000
Asus,Ryzen 9,4,2048,RTX 4060,17.0,12,148000
HP,Intel i7,16,256,RTX 4080,13.0,5,127000
Dell,Intel i7,4,2048,GTX 1650,17.0,4,118000
MSI,Ryzen 5,4,2048,RTX 3050,14.0,7,108000
Lenovo,Intel i9,16,1024,RTX 3050,13.0,5,147000
Lenovo,Ryzen 5,8,2048,GTX 1650,14.0,9,111000
Lenovo,Intel i9,4,512,RTX 4090,15.6,12,133000
MSI,Ryzen 3,16,2048,RTX 4070,13.0,12,127000
Apple,Intel i9,8,256,RTX 4070,14.0,11,156000
Asus,Intel i9,16,1024,RTX 4060,14.0,5,152000
Asus,Intel i5,4,256,RTX 3050,15.6,7,73000
Asus,Ryzen 7,16,256,RTX 3050,15.6,5,112000
Dell,Intel i9,8,256,GTX 1650,17.0,8,111000
Dell,Intel i5,8,2048,RTX 3050,16.0,8,116000
Asus,Ryzen 9,4,2048,RTX 4080,17.0,7,158000
HP,Ryzen 3,32,256,Integrated,13.0,12,94000
Dell,Intel i5,16,256,Integrated,16.0,4,77000
Dell,Ryzen 9,32,512,RTX 4070,15.6,6,179000
Apple,Intel i3,8,2048,GTX 1650,13.0,11,126000
MSI,Intel i9,32,1024,GTX 1650,15.6,10,174000
Asus,Ryzen 7,16,1024,RTX 4090,17.0,9,147000
Dell,Intel i7,16,1024,GTX 1650,14.0,11,122000
MSI,Ryzen 7,32,1024,GTX 1650,15.6,11,154000
MSI,Ryzen 7,4,256,RTX 4070,13.0,5,98000
Asus,Intel i5,32,512,RTX 4090,15.6,11,154000
MSI,Intel i7,4,2048,RTX 4060,13.0,8,128000
Apple,Ryzen 9,32,2048,RTX 4060,13.0,4,234000
Lenovo,Intel i3,32,2048,RTX 4080,13.0,9,164000
MSI,Ryzen 7,8,1024,Integrated,16.0,11,91000
Acer,Intel i7,32,1024,RTX 4080,15.6,10,174000
Asus,Ryzen 3,8,2048,RTX 4070,16.0,6,111000
Apple,Intel i5,8,512,RTX 3050,16.0,8,116000
HP,Ryzen 7,4,512,RTX 4070,14.0,4,103000
MSI,Ryzen 7,32,1024,RTX 4060,13.0,11,164000
Apple,Ryzen 5,32,256,RTX 4080,15.6,8,174000
Dell,Intel i5,4,1024,RTX 4060,14.0,9,93000
MSI,Intel i7,16,2048,RTX 4060,14.0,10,152000
HP,Ryzen 9,32,256,RTX 4060,13.0,9,169000
HP,Ryzen 3,16,2048,RTX 4070,15.6,9,127000
Apple,Intel i3,16,256,GTX 1650,16.0,8,107000
Apple,Intel i3,32,512,RTX 3050,16.0,9,149000
MSI,Intel i7,16,256,RTX 3050,13.0,11,112000
Lenovo,Intel i5,32,512,Integrated,17.0,9,114000
MSI,Ryzen 5,4,512,GTX 1650,15.6,12,73000
Apple,Ryzen 3,8,1024,GTX 1650,15.6,9,106000
HP,Ryzen 9,4,512,RTX 4060,17.0,5,118000
Apple,Intel i5,4,1024,RTX 4070,13.0,5,128000
HP,Intel i3,32,1024,RTX 4090,15.6,5,149000
Apple,Ryzen 9,16,1024,RTX 4070,17.0,7,187000
Lenovo,Ryzen 7,16,256,Integrated,15.6,9,92000
Dell,Ryzen 5,4,512,GTX 1650,16.0,7,73000
Asus,Intel i5,16,2048,RTX 4090,15.6,9,152000
Lenovo,Intel i7,8,256,RTX 3050,14.0,4,96000
Lenovo,Intel i5,4,512,RTX 4070,17.0,5,88000
Lenovo,Intel i5,16,1024,RTX 3050,16.0,9,112000
Lenovo,Ryzen 3,16,512,RTX 4070,14.0,6,97000
HP,Ryzen 9,32,1024,RTX 4060,16.0,10,184000
Lenovo,Intel i5,8,256,RTX 4060,14.0,4,86000
Acer,Intel i3,8,512,RTX 4080,17.0,4,86000
Asus,Intel i3,16,256,RTX 4080,15.6,8,97000
Dell,Ryzen 3,32,512,Integrated,17.0,8,99000
Dell,Ryzen 9,8,1024,RTX 4080,16.0,6,146000
Lenovo,Ryzen 9,32,2048,RTX 4090,14.0,5,219000
Acer,Intel i7,8,256,RTX 4060,16.0,10,101000
Asus,Intel i3,16,1024,RTX 4060,14.0,5,102000
HP,Ryzen 9,8,256,Integrated,16.0,6,96000
HP,Intel i9,32,512,RTX 4090,16.0,9,189000
Lenovo,Intel i3,4,256,RTX 4080,15.6,10,73000
MSI,Ryzen 3,16,2048,Integrated,16.0,9,97000
Apple,Ryzen 3,8,256,RTX 4090,16.0,6,116000
HP,Intel i5,8,2048,RTX 4090,13.0,8,136000
HP,Ryzen 7,4,512,RTX 3050,17.0,4,93000
HP,Intel i3,8,512,RTX 4080,15.6,12,86000
MSI,Ryzen 5,4,2048,RTX 4070,13.0,8,118000
Lenovo,Intel i3,16,2048,Integrated,13.0,8,97000
Lenovo,Intel i3,4,2048,RTX 4070,15.6,7,103000
Acer,Intel i7,32,1024,RTX 3050,13.0,5,159000
MSI,Ryzen 5,32,512,RTX 4080,13.0,7,149000
Dell,Intel i3,4,2048,RTX 3050,16.0,8,93000
Apple,Intel i9,32,256,RTX 4070,17.0,7,204000
Dell,Intel i5,8,256,RTX 4090,16.0,7,101000
MSI,Ryzen 7,32,2048,Integrated,13.0,5,159000
Asus,Ryzen 9,32,512,RTX 4080,14.0,5,184000
Lenovo,Intel i5,8,2048,Integrated,15.6,7,96000
Asus,Intel i9,16,1024,RTX 4090,17.0,6,167000
HP,Ryzen 5,16,512,RTX 4080,15.6,11,117000
MSI,Ryzen 9,16,256,Integrated,15.6,4,112000
Acer,Ryzen 9,4,256,RTX 4080,13.0,12,123000
Dell,Intel i9,8,1024,RTX 4070,14.0,12,141000
HP,Intel i3,16,1024,RTX 4070,15.6,8,107000
HP,Intel i5,4,256,RTX 4080,17.0,6,88000
HP,Ryzen 5,8,256,GTX 1650,15.6,9,76000
Dell,Ryzen 5,8,256,RTX 4070,14.0,11,91000
MSI,Ryzen 5,4,512,RTX 4090,15.6,6,98000
MSI,Ryzen 7,16,512,Integrated,13.0,7,97000
Asus,Ryzen 3,4,1024,RTX 4080,13.0,8,88000
MSI,Ryzen 9,4,256,GTX 1650,14.0,9,103000
Acer,Ryzen 7,16,1024,Integrated,15.6,5,107000
HP,Intel i7,32,2048,RTX 4070,15.6,10,189000
MSI,Ryzen 7,32,1024,GTX 1650,13.0,11,154000
Apple,Ryzen 3,4,1024,RTX 4070,15.6,11,113000
Apple,Ryzen 3,4,2048,Integrated,13.0,5,103000
HP,Ryzen 9,4,2048,RTX 4070,16.0,4,153000
MSI,Ryzen 5,8,512,RTX 4060,17.0,10,91000
MSI,Intel i7,8,512,RTX 3050,13.0,10,101000
Dell,Intel i7,32,2048,RTX 4090,16.0,4,199000
Dell,Intel i9,4,256,RTX 4080,13.0,8,123000
HP,Ryzen 9,4,256,RTX 3050,17.0,5,108000
Asus,Ryzen 7,16,1024,RTX 4080,14.0,11,142000
Apple,Ryzen 7,32,1024,RTX 4080,17.0,5,204000
Lenovo,Intel i3,16,2048,Integrated,16.0,10,97000
Dell,Intel i7,4,1024,Integrated,17.0,4,83000
Apple,Intel i3,4,2048,RTX 4080,17.0,9,138000
HP,Intel i9,16,1024,RTX 3050,13.0,5,147000
Dell,Ryzen 5,16,256,RTX 3050,16.0,9,97000
Asus,Ryzen 5,16,512,RTX 4090,14.0,9,122000
Dell,Intel i9,16,1024,RTX 4080,16.0,12,162000
Acer,Ryzen 9,32,1024,RTX 4070,17.0,5,189000
Dell,Ryzen 3,16,256,Integrated,15.6,10,62000
Asus,Intel i3,32,512,RTX 4070,14.0,9,129000
Asus,Intel i3,8,2048,GTX 1650,13.0,6,96000
Dell,Intel i5,32,2048,GTX 1650,14.0,5,159000
MSI,Intel i9,4,2048,RTX 3050,16.0,4,143000
Acer,Ryzen 5,32,2048,RTX 4060,17.0,11,169000
HP,Intel i7,16,2048,RTX 4080,15.6,4,162000
Dell,Ryzen 9,4,512,RTX 4070,15.6,11,123000
HP,Ryzen 7,32,1024,RTX 4090,15.6,4,179000
Asus,Ryzen 3,8,1024,RTX 4070,15.6,5,91000
Lenovo,Ryzen 3,4,1024,RTX 3050,15.6,4,73000
Dell,Ryzen 9,4,256,GTX 1650,15.6,9,103000
MSI,Ryzen 5,16,512,RTX 3050,13.0,7,102000
Lenovo,Intel i5,16,512,RTX 4080,15.6,4,117000
Dell,Ryzen 5,16,1024,GTX 1650,15.6,8,107000
Apple,Ryzen 3,32,256,GTX 1650,13.0,5,139000
Apple,Intel i7,16,1024,GTX 1650,15.6,12,152000
MSI,Ryzen 7,32,512,Integrated,14.0,12,129000
Lenovo,Ryzen 3,4,2048,GTX 1650,13.0,6,88000
Acer,Ryzen 3,32,1024,RTX 4070,16.0,6,139000
Dell,Ryzen 7,16,1024,Integrated,13.0,12,107000
MSI,Ryzen 7,4,512,RTX 4070,14.0,8,103000
